,participant,Scene Type,Senario ID,Alt ID,Type,AV_location,Left Age,Right Age,Left Gender,Right Gender,choice_made?,choice Left ,choice_Right,hit_Pos,hit_Left,hit_Right,Subject gender,Subject age ,number of activiation,first click time,last click time
1274,40,Video,13,29,AGE+GENDER,R,old,child,female,male,N,0,0,R,0,1,F,26,0,,
1275,40,Video,14,30,AGE+GENDER,L,child,old,female,female,N,0,0,L,1,0,F,26,0,,
1276,40,Video,9,25,AGE+GENDER,L,young,child,male,female,N,0,0,L,1,0,F,26,0,,
1277,40,Video,2,18,AGE+GENDER,L,young,old,female,male,N,0,0,L,1,0,F,26,0,,
1278,40,Video,6,22,AGE,R,young,old,male,male,Y,1,0,L,1,0,F,26,1,3.905000000006112,
1279,40,Video,11,27,AGE,L,old,child,male,male,Y,0,1,R,0,1,F,26,1,3.588000000003376,
1280,1,Text,16,16,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,23,3,9.798,13.331
1281,1,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,23,4,5.08,8.115
1282,1,Text,11,11,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,23,3,3.898,5.664
1283,1,Text,10,10,GENDER,-,old,old,male,female,Y,0,1,R,0,1,M,23,8,2.115,10.381
1284,1,Text,9,9,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,23,3,2.981,6.549
1285,1,Text,7,7,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,M,23,3,1.081,5.532
1286,1,Text,6,6,AGE,-,young,old,male,male,Y,0,1,R,0,1,M,23,3,0.898,2.814
1287,1,Text,15,15,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,23,3,1.647,5.896
1288,1,Text,1,1,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,23,3,1.431,4.548
1289,1,Text,2,2,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,M,23,3,0.764,3.464
1290,1,Text,4,4,AGE+GENDER,-,child,young,male,female,Y,1,0,L,1,0,M,23,4,1.064,5.847
1291,1,Text,8,8,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,23,2,1.165,1.898
1292,1,Text,3,3,AGE,-,young,old,female,female,Y,0,1,R,0,1,M,23,3,0.747,2.297
1293,1,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,23,3,0.614,1.631
1294,1,Text,5,5,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,23,3,0.68,3.164
1295,1,Text,13,13,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,M,23,6,1.347,5.797
1296,1,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,23,2,0.981,3.882
1297,1,Text,1,17,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,23,2,1.764,3.531
1298,1,Text,15,31,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,23,2,3.18,4.014
1299,1,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,23,2,0.648,1.464
1300,1,Text,8,24,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,23,2,1.08,1.73
1301,1,Text,4,20,AGE+GENDER,-,child,young,male,female,Y,1,0,L,1,0,M,23,2,0.73,1.28
1302,1,Text,10,26,GENDER,-,old,old,male,female,Y,0,1,R,0,1,M,23,4,0.58,2.547
1303,1,Text,3,19,AGE,-,young,old,female,female,Y,0,1,R,0,1,M,23,3,0.781,2.447
1304,1,Text,11,27,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,23,3,0.713,2.163
1305,1,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,23,2,0.496,1.046
1306,1,Text,6,22,AGE,-,young,old,male,male,Y,0,1,R,0,1,M,23,2,0.481,1.014
1307,1,Text,5,21,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,23,2,1.747,2.331
1308,1,Text,7,23,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,M,23,6,0.597,3.713
1309,1,Text,2,18,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,M,23,2,0.597,1.214
1310,1,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,M,23,3,0.531,1.731
1311,1,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,23,4,0.631,3.214
1312,2,Text,11,11,AGE,-,old,child,male,male,Y,1,0,L,1,0,F,22,1,6.915,
1313,2,Text,13,13,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,F,22,1,3.881,
1314,2,Text,10,10,GENDER,-,old,old,male,female,Y,1,0,L,1,0,F,22,1,2.699,
1315,2,Text,8,8,AGE,-,child,young,male,male,Y,1,0,L,1,0,F,22,1,3.547,
1316,2,Text,2,2,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,F,22,1,3.098,
1317,2,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,F,22,1,4.264,
1318,2,Text,7,7,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,F,22,1,1.782,
1319,2,Text,9,9,AGE+GENDER,-,young,child,male,female,Y,0,1,R,0,1,F,22,1,6.947,
1320,2,Text,6,6,AGE,-,young,old,male,male,Y,0,1,R,0,1,F,22,1,4.647,
1321,2,Text,4,4,AGE+GENDER,-,child,young,male,female,Y,1,0,L,1,0,F,22,1,3.865,
1322,2,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,F,22,1,4.431,
1323,2,Text,1,1,GENDER,-,young,young,male,female,Y,1,0,L,1,0,F,22,1,2.098,
1324,2,Text,3,3,AGE,-,young,old,female,female,Y,0,1,R,0,1,F,22,2,1.648,3.115
1325,2,Text,15,15,GENDER,-,child,child,female,male,Y,0,1,R,0,1,F,22,1,4.364,
1326,2,Text,16,16,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,F,22,1,2.615,
1327,2,Text,5,5,AGE,-,young,child,female,female,Y,0,1,R,0,1,F,22,1,3.365,
1328,2,Text,5,21,AGE,-,young,child,female,female,Y,0,1,R,0,1,F,22,1,4.281,
1329,2,Text,7,23,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,F,22,1,1.881,
1330,2,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,F,22,1,2.432,
1331,2,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,F,22,1,2.514,
1332,2,Text,15,31,GENDER,-,child,child,female,male,Y,0,1,R,0,1,F,22,1,2.631,
1333,2,Text,6,22,AGE,-,young,old,male,male,Y,0,1,R,0,1,F,22,1,3.748,
1334,2,Text,11,27,AGE,-,old,child,male,male,Y,1,0,L,1,0,F,22,1,2.564,
1335,2,Text,2,18,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,F,22,1,2.815,
1336,2,Text,10,26,GENDER,-,old,old,male,female,Y,1,0,L,1,0,F,22,1,2.098,
1337,2,Text,4,20,AGE+GENDER,-,child,young,male,female,Y,1,0,L,1,0,F,22,1,3.131,
1338,2,Text,3,19,AGE,-,young,old,female,female,Y,0,1,R,0,1,F,22,1,5.647,
1339,2,Text,8,24,AGE,-,child,young,male,male,Y,1,0,L,1,0,F,22,3,2.314,4.78
1340,2,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,0,1,R,0,1,F,22,1,1.614,
1341,2,Text,1,17,GENDER,-,young,young,male,female,Y,1,0,L,1,0,F,22,1,5.198,
1342,2,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,F,22,1,2.613,
1343,2,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,F,22,1,1.58,
1344,3,Text,16,16,,-,1 child,2 children,1 child,2 children,Y,0,1,R,0,1,F,22,1,7.514,
1345,3,Text,8,8,AGE,-,child,young,male,male,Y,0,1,R,0,1,F,22,1,8.998,
1346,3,Text,9,9,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,F,22,1,3.632,
1347,3,Text,3,3,AGE,-,young,old,female,female,Y,1,0,L,1,0,F,22,1,4.232,
1348,3,Text,6,6,AGE,-,young,old,male,male,Y,1,0,L,1,0,F,22,1,2.914,
1349,3,Text,13,13,AGE+GENDER,-,old,child,female,male,Y,0,1,R,0,1,F,22,1,5.998,
1350,3,Text,4,4,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,F,22,1,3.597,
1351,3,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,1,0,L,1,0,F,22,1,3.364,
1352,3,Text,10,10,GENDER,-,old,old,male,female,Y,1,0,L,1,0,F,22,3,6.596,9.73
1353,3,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,1,0,L,1,0,F,22,1,3.747,
1354,3,Text,2,2,AGE+GENDER,-,young,old,female,male,Y,1,0,L,1,0,F,22,1,2.998,
1355,3,Text,15,15,GENDER,-,child,child,female,male,Y,0,1,R,0,1,F,22,1,2.764,
1356,3,Text,7,7,AGE+GENDER,-,old,young,female,male,Y,0,1,R,0,1,F,22,1,3.447,
1357,3,Text,5,5,AGE,-,young,child,female,female,Y,1,0,L,1,0,F,22,1,3.498,
1358,3,Text,1,1,GENDER,-,young,young,male,female,Y,1,0,L,1,0,F,22,1,4.28,
1359,3,Text,11,11,AGE,-,old,child,male,male,Y,0,1,R,0,1,F,22,1,2.929,
1360,3,Text,6,22,AGE,-,young,old,male,male,Y,1,0,L,1,0,F,22,1,2.531,
1361,3,Text,11,27,AGE,-,old,child,male,male,Y,0,1,R,0,1,F,22,1,2.28,
1362,3,Text,7,23,AGE+GENDER,-,old,young,female,male,Y,0,1,R,0,1,F,22,1,3.031,
1363,3,Text,15,31,GENDER,-,child,child,female,male,Y,0,1,R,0,1,F,22,2,2.814,3.481
1364,3,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,1,0,L,1,0,F,22,1,2.913,
1365,3,Text,2,18,AGE+GENDER,-,young,old,female,male,Y,1,0,L,1,0,F,22,1,2.297,
1366,3,Text,8,24,AGE,-,child,young,male,male,Y,0,1,R,0,1,F,22,1,2.864,
1367,3,Text,1,17,GENDER,-,young,young,male,female,Y,1,0,L,1,0,F,22,1,3.214,
1368,3,Text,10,26,GENDER,-,old,old,male,female,Y,1,0,L,1,0,F,22,2,2.497,3.48
1369,3,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,0,1,R,0,1,F,22,5,3.93,8.58
1370,3,Text,3,19,AGE,-,young,old,female,female,Y,1,0,L,1,0,F,22,1,1.648,
1371,3,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,F,22,1,2.312,
1372,3,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,F,22,2,1.497,3.097
1373,3,Text,5,21,AGE,-,young,child,female,female,Y,1,0,L,1,0,F,22,1,2.03,
1374,3,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,1,0,L,1,0,F,22,1,3.547,
1375,3,Text,4,20,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,F,22,1,2.047,
1376,4,Text,10,10,GENDER,-,old,old,male,female,Y,0,1,R,0,1,M,23,1,3.931,
1377,4,Text,15,15,GENDER,-,child,child,female,male,Y,1,0,L,1,0,M,23,1,2.098,
1378,4,Text,2,2,AGE+GENDER,-,young,old,female,male,Y,1,0,L,1,0,M,23,1,4.348,
1379,4,Text,13,13,AGE+GENDER,-,old,child,female,male,Y,0,1,R,0,1,M,23,1,2.713,
1380,4,Text,4,4,AGE+GENDER,-,child,young,male,female,Y,1,0,L,1,0,M,23,1,1.947,
1381,4,Text,7,7,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,M,23,1,3.33,
1382,4,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,23,1,2.513,
1383,4,Text,1,1,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,23,1,2.281,
1384,4,Text,16,16,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,23,1,2.48,
1385,4,Text,11,11,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,23,1,3.748,
1386,4,Text,8,8,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,23,3,4.248,6.565
1387,4,Text,9,9,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,23,1,2.831,
1388,4,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,23,5,1.448,7.465
1389,4,Text,3,3,AGE,-,young,old,female,female,Y,0,1,R,0,1,M,23,2,3.213,4.897
1390,4,Text,6,6,AGE,-,young,old,male,male,Y,0,1,R,0,1,M,23,1,2.431,
1391,4,Text,5,5,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,23,1,1.13,
1392,4,Text,11,27,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,23,1,1.665,
1393,4,Text,3,19,AGE,-,young,old,female,female,Y,0,1,R,0,1,M,23,1,1.614,
1394,4,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,23,1,1.281,
1395,4,Text,10,26,GENDER,-,old,old,male,female,Y,0,1,R,0,1,M,23,3,0.93,4.047
1396,4,Text,1,17,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,23,4,2.814,5.031
1397,4,Text,8,24,AGE,-,child,young,male,male,Y,1,0,L,1,0,M,23,1,1.765,
1398,4,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,23,1,1.23,
1399,4,Text,15,31,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,23,1,2.047,
1400,4,Text,7,23,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,M,23,1,1.531,
1401,4,Text,2,18,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,M,23,1,2.629,
1402,4,Text,6,22,AGE,-,young,old,male,male,Y,0,1,R,0,1,M,23,1,2.58,
1403,4,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,M,23,1,1.48,
1404,4,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,23,1,2.097,
1405,4,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,23,1,1.914,
1406,4,Text,5,21,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,23,2,2.131,4.514
1407,4,Text,4,20,AGE+GENDER,-,child,young,male,female,Y,1,0,L,1,0,M,23,1,2.281,
1408,5,Text,4,4,AGE+GENDER,-,child,young,male,female,Y,1,0,L,1,0,M,22,1,12.581,
1409,5,Text,10,10,GENDER,-,old,old,male,female,Y,1,0,L,1,0,M,22,2,35.015,39.882
1410,5,Text,3,3,AGE,-,young,old,female,female,Y,0,1,R,0,1,M,22,1,16.848,
1411,5,Text,13,13,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,M,22,1,22.547,
1412,5,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,22,1,29.781,
1413,5,Text,1,1,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,22,4,16.064,18.764
1414,5,Text,11,11,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,22,1,33.298,
1415,5,Text,8,8,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,22,1,71.498,
1416,5,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,22,1,9.614,
1417,5,Text,9,9,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,22,2,24.632,30.815
1418,5,Text,15,15,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,22,2,15.698,22.614
1419,5,Text,2,2,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,M,22,1,6.198,
1420,5,Text,6,6,AGE,-,young,old,male,male,Y,1,0,L,1,0,M,22,1,8.015,
1421,5,Text,7,7,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,M,22,5,10.415,16.848
1422,5,Text,16,16,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,22,1,9.049,
1423,5,Text,5,5,AGE,-,young,child,female,female,Y,0,1,R,0,1,M,22,1,9.181,
1424,5,Text,1,17,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,22,4,4.88,11.281
1425,5,Text,10,26,GENDER,-,old,old,male,female,Y,0,1,R,0,1,M,22,2,28.014,29.781
1426,5,Text,11,27,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,22,2,23.913,27.664
1427,5,Text,4,20,AGE+GENDER,-,child,young,male,female,Y,1,0,L,1,0,M,22,2,14.497,16.963
1428,5,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,22,1,8.497,
1429,5,Text,8,24,AGE,-,child,young,male,male,Y,1,0,L,1,0,M,22,1,22.964,
1430,5,Text,6,22,AGE,-,young,old,male,male,Y,0,1,R,0,1,M,22,2,8.964,11.164
1431,5,Text,7,23,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,M,22,1,8.431,
1432,5,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,0,1,R,0,1,M,22,1,13.479,
1433,5,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,22,1,11.813,
1434,5,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,22,1,8.097,
1435,5,Text,5,21,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,22,1,17.681,
1436,5,Text,15,31,GENDER,-,child,child,female,male,Y,1,0,L,1,0,M,22,1,6.681,
1437,5,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,M,22,1,4.148,
1438,5,Text,2,18,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,M,22,1,10.247,
1439,5,Text,3,19,AGE,-,young,old,female,female,Y,0,1,R,0,1,M,22,1,10.33,
1440,6,Text,1,1,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,29,1,7.148,
1441,6,Text,15,15,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,29,1,7.065,
1442,6,Text,5,5,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,29,1,6.081,
1443,6,Text,3,3,AGE,-,young,old,female,female,Y,1,0,L,1,0,M,29,3,6.748,8.231
1444,6,Text,13,13,AGE+GENDER,-,old,child,female,male,Y,0,1,R,0,1,M,29,3,4.215,6.581
1445,6,Text,16,16,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,29,4,5.081,9.431
1446,6,Text,2,2,AGE+GENDER,-,young,old,female,male,Y,1,0,L,1,0,M,29,1,2.665,
1447,6,Text,6,6,AGE,-,young,old,male,male,Y,1,0,L,1,0,M,29,1,4.165,
1448,6,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,1,0,L,1,0,M,29,1,7.146,
1449,6,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,1,0,L,1,0,M,29,1,3.248,
1450,6,Text,7,7,AGE+GENDER,-,old,young,female,male,Y,0,1,R,0,1,M,29,1,2.132,
1451,6,Text,4,4,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,M,29,4,5.115,8.698
1452,6,Text,11,11,AGE,-,old,child,male,male,Y,0,1,R,0,1,M,29,1,3.281,
1453,6,Text,8,8,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,29,1,3.614,
1454,6,Text,10,10,GENDER,-,old,old,male,female,Y,1,0,L,1,0,M,29,1,4.597,
1455,6,Text,9,9,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,29,1,2.865,
1456,6,Text,5,21,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,29,1,2.68,
1457,6,Text,10,26,GENDER,-,old,old,male,female,Y,1,0,L,1,0,M,29,2,5.414,6.248
1458,6,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,1,0,L,1,0,M,29,1,6.964,
1459,6,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,29,1,3.897,
1460,6,Text,2,18,AGE+GENDER,-,young,old,female,male,Y,1,0,L,1,0,M,29,1,2.381,
1461,6,Text,6,22,AGE,-,young,old,male,male,Y,1,0,L,1,0,M,29,1,2.047,
1462,6,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,1,0,L,1,0,M,29,1,3.565,
1463,6,Text,11,27,AGE,-,old,child,male,male,Y,0,1,R,0,1,M,29,3,3.397,5.331
1464,6,Text,15,31,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,29,1,2.88,
1465,6,Text,7,23,AGE+GENDER,-,old,young,female,male,Y,0,1,R,0,1,M,29,1,3.364,
1466,6,Text,1,17,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,29,1,2.497,
1467,6,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,29,2,9.514,10.163
1468,6,Text,3,19,AGE,-,young,old,female,female,Y,1,0,L,1,0,M,29,4,1.698,5.048
1469,6,Text,4,20,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,M,29,1,8.33,
1470,6,Text,8,24,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,29,1,2.281,
1471,6,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,0,1,R,0,1,M,29,13,5.514,16.497
1472,7,Text,3,3,AGE,-,young,old,female,female,Y,0,1,R,0,1,F,21,1,4.882,
1473,7,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,F,21,1,3.847,
1474,7,Text,9,9,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,F,21,1,4.581,
1475,7,Text,7,7,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,F,21,1,3.898,
1476,7,Text,13,13,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,F,21,6,1.348,10.231
1477,7,Text,2,2,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,F,21,1,3.165,
1478,7,Text,6,6,AGE,-,young,old,male,male,Y,0,1,R,0,1,F,21,1,2.615,
1479,7,Text,8,8,AGE,-,child,young,male,male,Y,0,1,R,0,1,F,21,3,4.898,7.065
1480,7,Text,1,1,GENDER,-,young,young,male,female,Y,1,0,L,1,0,F,21,1,1.714,
1481,7,Text,10,10,GENDER,-,old,old,male,female,Y,1,0,L,1,0,F,21,1,3.481,
1482,7,Text,15,15,GENDER,-,child,child,female,male,Y,1,0,L,1,0,F,21,1,5.681,
1483,7,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,F,21,4,1.848,4.248
1484,7,Text,16,16,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,F,21,2,2.581,3.747
1485,7,Text,5,5,AGE,-,young,child,female,female,Y,1,0,L,1,0,F,21,3,2.199,3.898
1486,7,Text,4,4,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,F,21,1,2.663,
1487,7,Text,11,11,AGE,-,old,child,male,male,Y,1,0,L,1,0,F,21,1,2.181,
1488,7,Text,5,21,AGE,-,young,child,female,female,Y,1,0,L,1,0,F,21,3,2.464,4.081
1489,7,Text,10,26,GENDER,-,old,old,male,female,Y,1,0,L,1,0,F,21,1,2.631,
1490,7,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,F,21,1,2.98,
1491,7,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,F,21,1,1.914,
1492,7,Text,6,22,AGE,-,young,old,male,male,Y,0,1,R,0,1,F,21,1,1.882,
1493,7,Text,8,24,AGE,-,child,young,male,male,Y,0,1,R,0,1,F,21,1,2.497,
1494,7,Text,15,31,GENDER,-,child,child,female,male,Y,0,1,R,0,1,F,21,3,2.531,4.031
1495,7,Text,3,19,AGE,-,young,old,female,female,Y,0,1,R,0,1,F,21,1,1.914,
1496,7,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,F,21,1,2.63,
1497,7,Text,1,17,GENDER,-,young,young,male,female,Y,1,0,L,1,0,F,21,1,2.647,
1498,7,Text,7,23,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,F,21,1,3.947,
1499,7,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,F,21,4,3.631,7.481
1500,7,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,F,21,1,1.63,
1501,7,Text,11,27,AGE,-,old,child,male,male,Y,1,0,L,1,0,F,21,2,1.613,3.363
1502,7,Text,2,18,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,F,21,1,2.714,
1503,7,Text,4,20,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,F,21,1,2.314,
1504,8,Text,16,16,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,32,1,6.682,
1505,8,Text,10,10,GENDER,-,old,old,male,female,Y,1,0,L,1,0,M,32,1,6.216,
1506,8,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,32,1,14.632,
1507,8,Text,15,15,GENDER,-,child,child,female,male,Y,1,0,L,1,0,M,32,1,5.516,
1508,8,Text,5,5,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,32,1,9.066,
1509,8,Text,1,1,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,32,1,3.599,
1510,8,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,32,1,4.465,
1511,8,Text,7,7,AGE+GENDER,-,old,young,female,male,Y,0,1,R,0,1,M,32,1,3.549,
1512,8,Text,11,11,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,32,1,3.732,
1513,8,Text,9,9,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,32,1,4.599,
1514,8,Text,3,3,AGE,-,young,old,female,female,Y,1,0,L,1,0,M,32,1,18.365,
1515,8,Text,6,6,AGE,-,young,old,male,male,Y,1,0,L,1,0,M,32,1,3.232,
1516,8,Text,8,8,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,32,1,5.133,
1517,8,Text,13,13,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,M,32,1,3.949,
1518,8,Text,4,4,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,M,32,1,3.449,
1519,8,Text,2,2,AGE+GENDER,-,young,old,female,male,Y,1,0,L,1,0,M,32,1,3.749,
1520,8,Text,5,21,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,32,1,4.266,
1521,8,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,32,1,3.899,
1522,8,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,32,1,3.899,
1523,8,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,32,1,3.016,
1524,8,Text,3,19,AGE,-,young,old,female,female,Y,1,0,L,1,0,M,32,1,3.366,
1525,8,Text,7,23,AGE+GENDER,-,old,young,female,male,Y,0,1,R,0,1,M,32,1,2.515,
1526,8,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,M,32,1,3.316,
1527,8,Text,8,24,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,32,1,2.633,
1528,8,Text,15,31,GENDER,-,child,child,female,male,Y,1,0,L,1,0,M,32,1,4.733,
1529,8,Text,6,22,AGE,-,young,old,male,male,Y,1,0,L,1,0,M,32,1,2.965,
1530,8,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,32,1,3.249,
1531,8,Text,10,26,GENDER,-,old,old,male,female,Y,0,1,R,0,1,M,32,1,3.882,
1532,8,Text,11,27,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,32,1,3.916,
