,participant,Scene Type,Senario ID,Alt ID,Type,AV_location,Left Age,Right Age,Left Gender,Right Gender,choice_made?,choice Left ,choice_Right,hit_Pos,hit_Left,hit_Right,Subject gender,Subject age ,number of activiation,first click time,last click time
671,21,Video,14,30,AGE+GENDER,R,child,old,female,female,N,0,0,R,0,1,M,23,0,,
672,22,Video,9,9,AGE+GENDER,L,young,child,male,female,Y,1,0,L,1,0,M,39,1,4.85399999999936,
673,22,Video,13,13,AGE+GENDER,R,old,child,female,male,Y,1,0,L,1,0,M,39,10,4.9979999999995925,7.4650000000037835
674,22,Video,8,8,AGE,R,child,young,male,male,N,0,0,R,0,1,M,39,0,,
675,22,Video,6,6,AGE,R,young,old,male,male,N,0,0,R,0,1,M,39,0,,
676,22,Video,15,15,GENDER,R,child,child,female,male,Y,0,1,R,0,1,M,39,5,5.856999999996333,
677,22,Video,11,11,AGE,R,old,child,male,male,Y,1,0,L,1,0,M,39,16,2.305999999996857,6.055999999996857
678,22,Video,1,1,GENDER,L,young,young,male,female,Y,0,1,R,0,1,M,39,6,6.506999999997788,
679,22,Video,10,10,GENDER,L,old,old,male,female,N,0,0,L,1,0,M,39,0,,
680,22,Video,12,12,AGE+GENDER,R,child,old,female,male,N,0,0,R,0,1,M,39,0,,
681,22,Video,3,3,AGE,L,young,old,female,female,Y,0,1,R,0,1,M,39,14,3.2400000000052387,6.003000000004249
682,22,Video,14,14,AGE+GENDER,R,child,old,female,female,N,0,0,R,0,1,M,39,0,,
683,22,Video,7,7,AGE+GENDER,R,old,young,female,male,Y,1,0,L,1,0,M,39,18,2.6229999999995925,7.887000000002445
684,22,Video,4,4,AGE+GENDER,L,child,young,male,female,Y,0,1,R,0,1,M,39,8,3.989000000001397,
685,22,Video,5,5,AGE,R,young,child,female,female,Y,1,0,L,1,0,M,39,9,2.639000000002852,
686,22,Video,2,2,AGE+GENDER,L,young,old,female,male,Y,0,1,R,0,1,M,39,12,2.088999999999942,7.039000000004307
687,22,Video,16,16,,R,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,39,14,3.507000000005064,6.0570000000006985
688,22,Video,10,26,GENDER,R,old,old,male,female,N,0,0,R,0,1,M,39,0,,
689,22,Video,13,29,AGE+GENDER,R,old,child,female,male,Y,1,0,L,1,0,M,39,12,2.4219999999986612,5.8549999999959255
690,22,Video,7,23,AGE+GENDER,L,old,young,female,male,Y,1,0,L,1,0,M,39,1,3.7560000000012224,
691,22,Video,12,28,AGE+GENDER,R,child,old,female,male,Y,0,1,R,0,1,M,39,2,3.9719999999942956,
692,22,Video,5,21,AGE,R,young,child,female,female,Y,1,0,L,1,0,M,39,11,4.668999999994412,7.685999999994237
693,22,Video,8,24,AGE,L,child,young,male,male,Y,0,1,R,0,1,M,39,13,3.088999999999942,5.638999999995576
694,22,Video,3,19,AGE,R,young,old,female,female,N,0,0,R,0,1,M,39,0,,
695,22,Video,14,30,AGE+GENDER,L,child,old,female,female,Y,0,1,R,0,1,M,39,14,2.6229999999995925,5.5899999999965075
696,22,Video,11,27,AGE,L,old,child,male,male,N,0,0,L,1,0,M,39,0,,
697,22,Video,4,20,AGE+GENDER,R,child,young,male,female,N,0,0,R,0,1,M,39,0,,
698,22,Video,1,17,GENDER,R,young,young,male,female,N,0,0,R,0,1,M,39,0,,
699,22,Video,2,18,AGE+GENDER,R,young,old,female,male,N,0,0,R,0,1,M,39,0,,
700,22,Video,16,32,,L,1 child,2 children,1 child,2 children,N,0,0,L,1,0,M,39,0,,
701,22,Video,6,22,AGE,L,young,old,male,male,Y,0,1,R,0,1,M,39,6,2.6569999999992433,5.357000000003609
702,22,Video,9,25,AGE+GENDER,L,young,child,male,female,N,0,0,L,1,0,M,39,0,,
703,22,Video,15,31,GENDER,L,child,child,female,male,N,0,0,L,1,0,M,39,0,,
704,23,Video,16,16,,R,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,28,1,4.0900000000037835,
705,23,Video,9,9,AGE+GENDER,R,young,child,male,female,N,0,0,R,0,1,M,28,0,,
706,23,Video,13,13,AGE+GENDER,R,old,child,female,male,Y,1,0,L,1,0,M,28,1,5.055999999996857,
707,23,Video,2,2,AGE+GENDER,R,young,old,female,male,N,0,0,R,0,1,M,28,0,,
708,23,Video,4,4,AGE+GENDER,L,child,young,male,female,N,0,0,L,1,0,M,28,0,,
709,23,Video,14,14,AGE+GENDER,R,child,old,female,female,N,0,0,R,0,1,M,28,0,,
710,23,Video,1,1,GENDER,L,young,young,male,female,N,0,0,L,1,0,M,28,0,,
711,23,Video,6,6,AGE,R,young,old,male,male,N,0,0,R,0,1,M,28,0,,
712,23,Video,5,5,AGE,R,young,child,female,female,N,0,0,R,0,1,M,28,0,,
713,23,Video,7,7,AGE+GENDER,R,old,young,female,male,Y,1,0,L,1,0,M,28,1,5.622000000003027,
714,23,Video,3,3,AGE,L,young,old,female,female,Y,0,1,R,0,1,M,28,1,4.273000000001048,
715,23,Video,8,8,AGE,R,child,young,male,male,N,0,0,R,0,1,M,28,0,,
716,23,Video,10,10,GENDER,L,old,old,male,female,N,0,0,L,1,0,M,28,0,,
717,23,Video,12,12,AGE+GENDER,L,child,old,female,male,Y,0,1,R,0,1,M,28,1,4.389000000002852,
718,23,Video,11,11,AGE,L,old,child,male,male,N,0,0,L,1,0,M,28,0,,
719,23,Video,15,15,GENDER,L,child,child,female,male,N,0,0,L,1,0,M,28,0,,
720,23,Video,10,26,GENDER,L,old,old,male,female,N,0,0,L,1,0,M,28,0,,
721,23,Video,2,18,AGE+GENDER,R,young,old,female,male,N,0,0,R,0,1,M,28,0,,
722,23,Video,5,21,AGE,L,young,child,female,female,N,0,0,L,1,0,M,28,0,,
723,23,Video,6,22,AGE,R,young,old,male,male,N,0,0,R,0,1,M,28,0,,
724,23,Video,3,19,AGE,R,young,old,female,female,N,0,0,R,0,1,M,28,0,,
725,23,Video,9,25,AGE+GENDER,R,young,child,male,female,N,0,0,R,0,1,M,28,0,,
726,23,Video,4,20,AGE+GENDER,R,child,young,male,female,N,0,0,R,0,1,M,28,0,,
727,23,Video,14,30,AGE+GENDER,L,child,old,female,female,Y,0,1,R,0,1,M,28,1,3.423000000002503,
728,23,Video,7,23,AGE+GENDER,R,old,young,female,male,Y,1,0,L,1,0,M,28,1,4.457000000002154,
729,23,Video,11,27,AGE,L,old,child,male,male,N,0,0,L,1,0,M,28,0,,
730,23,Video,12,28,AGE+GENDER,L,child,old,female,male,Y,0,1,R,0,1,M,28,1,5.439999999995052,
731,23,Video,8,24,AGE,R,child,young,male,male,N,0,0,R,0,1,M,28,0,,
732,23,Video,1,17,GENDER,R,young,young,male,female,N,0,0,R,0,1,M,28,0,,
733,23,Video,13,29,AGE+GENDER,L,old,child,female,male,N,0,0,L,1,0,M,28,0,,
734,23,Video,16,32,,L,1 child,2 children,1 child,2 children,N,0,0,L,1,0,M,28,0,,
735,23,Video,15,31,GENDER,L,child,child,female,male,N,0,0,L,1,0,M,28,0,,
736,24,Video,12,12,AGE+GENDER,L,child,old,female,male,Y,0,1,R,0,1,M,25,1,6.671999999998661,
737,24,Video,5,5,AGE,L,young,child,female,female,N,0,0,L,1,0,M,25,0,,
738,24,Video,8,8,AGE,R,child,young,male,male,N,0,0,R,0,1,M,25,0,,
739,24,Video,7,7,AGE+GENDER,L,old,young,female,male,N,0,0,L,1,0,M,25,0,,
740,24,Video,4,4,AGE+GENDER,R,child,young,male,female,N,0,0,R,0,1,M,25,0,,
741,24,Video,2,2,AGE+GENDER,L,young,old,female,male,Y,0,1,R,0,1,M,25,1,3.1410000000032596,
742,24,Video,14,14,AGE+GENDER,L,child,old,female,female,Y,0,1,R,0,1,M,25,1,3.290000000000873,
743,24,Video,10,10,GENDER,L,old,old,male,female,N,0,0,L,1,0,M,25,0,,
744,24,Video,3,3,AGE,L,young,old,female,female,Y,0,1,R,0,1,M,25,1,3.757000000005064,
745,24,Video,16,16,,L,1 child,2 children,1 child,2 children,N,0,0,L,1,0,M,25,0,,
746,24,Video,6,6,AGE,L,young,old,male,male,Y,0,1,R,0,1,M,25,1,4.390000000006694,
747,24,Video,15,15,GENDER,L,child,child,female,male,Y,0,1,R,0,1,M,25,1,5.858000000000175,
748,24,Video,1,1,GENDER,R,young,young,male,female,Y,1,0,L,1,0,M,25,1,4.972999999998137,
749,24,Video,11,11,AGE,L,old,child,male,male,N,0,0,L,1,0,M,25,0,,
750,24,Video,9,9,AGE+GENDER,L,young,child,male,female,N,0,0,L,1,0,M,25,0,,
751,24,Video,13,13,AGE+GENDER,R,old,child,female,male,Y,1,0,L,1,0,M,25,1,3.8060000000041327,
752,24,Video,12,28,AGE+GENDER,R,child,old,female,male,N,0,0,R,0,1,M,25,0,,
753,24,Video,9,25,AGE+GENDER,R,young,child,male,female,Y,1,0,L,1,0,M,25,1,2.1890000000057626,
754,24,Video,3,19,AGE,L,young,old,female,female,Y,0,1,R,0,1,M,25,1,2.6519999999945867,
755,24,Video,15,31,GENDER,R,child,child,female,male,N,0,0,R,0,1,M,25,0,,
756,24,Video,11,27,AGE,R,old,child,male,male,Y,1,0,L,1,0,M,25,1,2.2399999999979627,
757,24,Video,13,29,AGE+GENDER,L,old,child,female,male,N,0,0,L,1,0,M,25,0,,
758,24,Video,14,30,AGE+GENDER,R,child,old,female,female,N,0,0,R,0,1,M,25,0,,
759,24,Video,1,17,GENDER,R,young,young,male,female,Y,1,0,L,1,0,M,25,1,4.919000000001688,
760,24,Video,10,26,GENDER,L,old,old,male,female,N,0,0,L,1,0,M,25,0,,
761,24,Video,6,22,AGE,L,young,old,male,male,Y,0,1,R,0,1,M,25,1,3.2399999999979627,
762,24,Video,5,21,AGE,R,young,child,female,female,Y,1,0,L,1,0,M,25,1,4.70499999999447,
763,24,Video,7,23,AGE+GENDER,R,old,young,female,male,Y,1,0,L,1,0,M,25,1,4.856999999996333,
764,24,Video,2,18,AGE+GENDER,L,young,old,female,male,Y,0,1,R,0,1,M,25,1,3.8870000000024447,
765,24,Video,4,20,AGE+GENDER,R,child,young,male,female,N,0,0,R,0,1,M,25,0,,
766,24,Video,16,32,,R,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,25,1,4.323000000003958,
767,24,Video,8,24,AGE,L,child,young,male,male,Y,0,1,R,0,1,M,25,1,2.088999999999942,
768,25,Video,9,9,AGE+GENDER,R,young,child,male,female,Y,1,0,L,1,0,M,29,1,5.720000000001164,
769,25,Video,16,16,,R,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,29,1,5.3069999999934225,
770,25,Video,1,1,GENDER,R,young,young,male,female,N,0,0,R,0,1,M,29,0,,
771,25,Video,2,2,AGE+GENDER,L,young,old,female,male,Y,0,1,R,0,1,M,29,1,6.288999999997031,
772,25,Video,5,5,AGE,L,young,child,female,female,Y,0,1,R,0,1,M,29,1,7.0899999999965075,
773,25,Video,6,6,AGE,L,young,old,male,male,Y,0,1,R,0,1,M,29,1,4.923999999999069,
774,25,Video,10,10,GENDER,R,old,old,male,female,Y,1,0,L,1,0,M,29,1,6.607000000003609,
775,25,Video,13,13,AGE+GENDER,R,old,child,female,male,Y,1,0,L,1,0,M,29,1,5.222999999998137,
776,25,Video,7,7,AGE+GENDER,L,old,young,female,male,N,0,0,L,1,0,M,29,0,,
777,25,Video,15,15,GENDER,L,child,child,female,male,N,0,0,L,1,0,M,29,0,,
778,25,Video,4,4,AGE+GENDER,L,child,young,male,female,N,0,0,L,1,0,M,29,0,,
779,25,Video,8,8,AGE,R,child,young,male,male,Y,1,0,L,1,0,M,29,1,5.957000000002154,
780,25,Video,3,3,AGE,R,young,old,female,female,N,0,0,R,0,1,M,29,0,,
781,25,Video,14,14,AGE+GENDER,L,child,old,female,female,Y,0,1,R,0,1,M,29,1,5.1560000000026776,
782,25,Video,11,11,AGE,R,old,child,male,male,Y,1,0,L,1,0,M,29,1,3.8580000000001746,
783,25,Video,12,12,AGE+GENDER,L,child,old,female,male,Y,0,1,R,0,1,M,29,1,6.190000000002328,
784,25,Video,14,30,AGE+GENDER,L,child,old,female,female,Y,0,1,R,0,1,M,29,1,5.039000000004307,
785,25,Video,8,24,AGE,L,child,young,male,male,N,0,0,L,1,0,M,29,0,,
786,25,Video,1,17,GENDER,R,young,young,male,female,N,0,0,R,0,1,M,29,0,,
787,25,Video,3,19,AGE,R,young,old,female,female,N,0,0,R,0,1,M,29,0,,
788,25,Video,12,28,AGE+GENDER,L,child,old,female,male,Y,0,1,R,0,1,M,29,1,5.8399999999965075,
789,25,Video,13,29,AGE+GENDER,L,old,child,female,male,N,0,0,L,1,0,M,29,0,,
790,25,Video,2,18,AGE+GENDER,R,young,old,female,male,N,0,0,R,0,1,M,29,0,,
791,25,Video,9,25,AGE+GENDER,R,young,child,male,female,Y,1,0,L,1,0,M,29,1,5.423000000002503,
792,25,Video,5,21,AGE,L,young,child,female,female,N,0,0,L,1,0,M,29,0,,
793,25,Video,16,32,,R,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,29,1,4.656999999999243,
794,25,Video,10,26,GENDER,L,old,old,male,female,N,0,0,L,1,0,M,29,0,,
795,25,Video,11,27,AGE,L,old,child,male,male,N,0,0,L,1,0,M,29,0,,
796,25,Video,6,22,AGE,R,young,old,male,male,N,0,0,R,0,1,M,29,0,,
797,25,Video,4,20,AGE+GENDER,R,child,young,male,female,Y,1,0,L,1,0,M,29,1,4.870000000002619,
798,25,Video,15,31,GENDER,R,child,child,female,male,N,0,0,R,0,1,M,29,0,,
799,25,Video,7,23,AGE+GENDER,L,old,young,female,male,N,0,0,L,1,0,M,29,0,,
800,26,Video,11,11,AGE,L,old,child,male,male,Y,0,1,R,0,1,M,32,1,4.603000000002794,
801,26,Video,14,14,AGE+GENDER,L,child,old,female,female,N,0,0,L,1,0,M,32,0,,
802,26,Video,9,9,AGE+GENDER,L,young,child,male,female,N,0,0,L,1,0,M,32,0,,
803,26,Video,2,2,AGE+GENDER,L,young,old,female,male,N,0,0,L,1,0,M,32,0,,
804,26,Video,12,12,AGE+GENDER,R,child,old,female,male,Y,1,0,L,1,0,M,32,1,5.906999999999243,
805,26,Video,1,1,GENDER,L,young,young,male,female,N,0,0,L,1,0,M,32,0,,
806,26,Video,8,8,AGE,L,child,young,male,male,Y,0,1,R,0,1,M,32,1,6.524000000004889,
807,26,Video,5,5,AGE,L,young,child,female,female,Y,1,0,L,1,0,M,32,1,4.5570000000006985,
808,26,Video,16,16,,L,1 child,2 children,1 child,2 children,N,0,0,L,1,0,M,32,0,,
809,26,Video,15,15,GENDER,R,child,child,female,male,Y,1,0,L,1,0,M,32,1,6.555000000000291,
810,26,Video,7,7,AGE+GENDER,L,old,young,female,male,Y,0,1,R,0,1,M,32,1,5.939999999995052,
811,26,Video,13,13,AGE+GENDER,L,old,child,female,male,Y,0,1,R,0,1,M,32,1,6.822999999996682,
812,26,Video,6,6,AGE,L,young,old,male,male,N,0,0,L,1,0,M,32,0,,
813,26,Video,3,3,AGE,L,young,old,female,female,N,0,0,L,1,0,M,32,0,,
814,26,Video,10,10,GENDER,L,old,old,male,female,N,0,0,L,1,0,M,32,0,,
815,26,Video,4,4,AGE+GENDER,L,child,young,male,female,Y,0,1,R,0,1,M,32,1,3.989000000001397,
816,26,Video,5,21,AGE,L,young,child,female,female,N,0,0,L,1,0,M,32,0,,
817,26,Video,13,29,AGE+GENDER,L,old,child,female,male,Y,0,1,R,0,1,M,32,1,3.9389999999984866,
818,26,Video,2,18,AGE+GENDER,R,young,old,female,male,Y,1,0,L,1,0,M,32,1,4.584999999999127,
819,26,Video,6,22,AGE,R,young,old,male,male,Y,1,0,L,1,0,M,32,1,4.055000000000291,
820,26,Video,9,25,AGE+GENDER,R,young,child,male,female,Y,1,0,L,1,0,M,32,1,3.489000000001397,
821,26,Video,15,31,GENDER,R,child,child,female,male,N,0,0,R,0,1,M,32,0,,
822,26,Video,12,28,AGE+GENDER,R,child,old,female,male,Y,1,0,L,1,0,M,32,1,5.639000000002852,
823,26,Video,1,17,GENDER,R,young,young,male,female,Y,1,0,L,1,0,M,32,1,4.952999999994063,
824,26,Video,8,24,AGE,R,child,young,male,male,N,0,0,R,0,1,M,32,0,,
825,26,Video,7,23,AGE+GENDER,L,old,young,female,male,Y,0,1,R,0,1,M,32,1,5.206999999994878,
826,26,Video,10,26,GENDER,R,old,old,male,female,Y,1,0,L,1,0,M,32,1,3.0049999999973807,
827,26,Video,3,19,AGE,L,young,old,female,female,N,0,0,L,1,0,M,32,0,,
828,26,Video,16,32,,L,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,32,1,3.639000000002852,
829,26,Video,14,30,AGE+GENDER,R,child,old,female,female,Y,1,0,L,1,0,M,32,1,2.923000000002503,
830,26,Video,4,20,AGE+GENDER,L,child,young,male,female,Y,0,1,R,0,1,M,32,1,3.736000000004424,
831,26,Video,11,27,AGE,L,old,child,male,male,Y,0,1,R,0,1,M,32,1,5.505000000004657,
832,27,Video,5,5,AGE,R,young,child,female,female,Y,1,0,L,1,0,M,25,1,5.572000000000116,
833,27,Video,13,13,AGE+GENDER,L,old,child,female,male,Y,1,0,L,1,0,M,25,1,6.032999999995809,
834,27,Video,3,3,AGE,R,young,old,female,female,Y,0,1,R,0,1,M,25,1,4.355999999999767,
835,27,Video,12,12,AGE+GENDER,L,child,old,female,male,Y,0,1,R,0,1,M,25,1,5.006000000001222,
836,27,Video,15,15,GENDER,L,child,child,female,male,Y,0,1,R,0,1,M,25,1,5.3070000000006985,
837,27,Video,10,10,GENDER,L,old,old,male,female,Y,1,0,L,1,0,M,25,1,4.4909999999945285,
838,27,Video,6,6,AGE,L,young,old,male,male,Y,0,1,R,0,1,M,25,1,2.889000000002852,
839,27,Video,8,8,AGE,L,child,young,male,male,Y,0,1,R,0,1,M,25,1,5.338999999999942,
840,27,Video,7,7,AGE+GENDER,R,old,young,female,male,Y,1,0,L,1,0,M,25,1,4.540000000000873,
841,27,Video,2,2,AGE+GENDER,L,young,old,female,male,Y,0,1,R,0,1,M,25,1,2.539999999993597,
842,27,Video,11,11,AGE,R,old,child,male,male,Y,1,0,L,1,0,M,25,1,2.6739999999990687,
843,27,Video,9,9,AGE+GENDER,L,young,child,male,female,N,0,0,L,1,0,M,25,0,,
844,27,Video,1,1,GENDER,L,young,young,male,female,Y,1,0,L,1,0,M,25,1,4.605999999999767,
845,27,Video,4,4,AGE+GENDER,R,child,young,male,female,Y,0,1,R,0,1,M,25,1,4.389999999999418,
846,27,Video,14,14,AGE+GENDER,R,child,old,female,female,Y,0,1,R,0,1,M,25,1,4.288999999997031,
847,27,Video,16,16,,L,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,25,1,5.506000000001222,
848,27,Video,5,21,AGE,R,young,child,female,female,Y,1,0,L,1,0,M,25,1,4.722000000001572,
849,27,Video,8,24,AGE,R,child,young,male,male,Y,0,1,R,0,1,M,25,1,2.9720000000015716,
850,27,Video,7,23,AGE+GENDER,R,old,young,female,male,Y,1,0,L,1,0,M,25,1,3.323000000003958,
851,27,Video,13,29,AGE+GENDER,L,old,child,female,male,Y,1,0,L,1,0,M,25,1,2.5389999999970314,
852,27,Video,6,22,AGE,R,young,old,male,male,Y,0,1,R,0,1,M,25,1,2.871999999995751,
853,27,Video,1,17,GENDER,L,young,young,male,female,Y,1,0,L,1,0,M,25,1,6.152000000001863,
854,27,Video,4,20,AGE+GENDER,L,child,young,male,female,Y,0,1,R,0,1,M,25,1,4.006000000001222,
855,27,Video,16,32,,R,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,25,1,3.605999999999767,
856,27,Video,2,18,AGE+GENDER,L,young,old,female,male,Y,0,1,R,0,1,M,25,2,2.635999999998603,4.720000000001164
857,27,Video,3,19,AGE,L,young,old,female,female,Y,0,1,R,0,1,M,25,1,1.922999999995227,
858,27,Video,10,26,GENDER,R,old,old,male,female,Y,1,0,L,1,0,M,25,1,3.872000000003027,
859,27,Video,9,25,AGE+GENDER,L,young,child,male,female,Y,1,0,L,1,0,M,25,1,3.772000000004482,
860,27,Video,15,31,GENDER,R,child,child,female,male,Y,0,1,R,0,1,M,25,1,5.274000000004889,
861,27,Video,12,28,AGE+GENDER,R,child,old,female,male,Y,0,1,R,0,1,M,25,1,3.9389999999984866,
862,27,Video,11,27,AGE,R,old,child,male,male,Y,1,0,L,1,0,M,25,1,2.4070000000065193,
863,27,Video,14,30,AGE+GENDER,L,child,old,female,female,Y,0,1,R,0,1,M,25,1,2.607000000003609,
864,28,Video,8,8,AGE,L,child,young,male,male,Y,0,1,R,0,1,M,25,2,4.855999999999767,5.588000000003376
865,28,Video,4,4,AGE+GENDER,R,child,young,male,female,Y,1,0,L,1,0,M,25,1,3.006999999997788,
866,28,Video,7,7,AGE+GENDER,L,old,young,female,male,Y,1,0,L,1,0,M,25,0,,
867,28,Video,12,12,AGE+GENDER,L,child,old,female,male,N,0,0,L,1,0,M,25,1,4.3989999999976135,
868,28,Video,11,11,AGE,L,old,child,male,male,Y,0,1,R,0,1,M,25,2,2.3060000000041327,5.872000000003027
869,28,Video,5,5,AGE,R,young,child,female,female,Y,1,0,L,1,0,M,25,0,,
870,28,Video,2,2,AGE+GENDER,L,young,old,female,male,N,0,0,R,0,1,M,25,3,2.7730000000010477,6.8400000000037835
871,28,Video,16,16,,L,1 child,2 children,1 child,2 children,Y,0,1,R,0,1,M,25,2,1.6900000000023283,2.5240000000048894
872,28,Video,13,13,AGE+GENDER,R,old,child,female,male,Y,1,0,L,1,0,M,25,1,2.040000000000873,
873,28,Video,6,6,AGE,L,young,old,male,male,Y,1,0,L,1,0,M,25,1,1.9719999999942956,
874,28,Video,14,14,AGE+GENDER,L,child,old,female,female,Y,0,1,R,0,1,M,25,1,1.3240000000005239,
875,28,Video,1,1,GENDER,L,young,young,male,female,Y,0,1,R,0,1,M,25,2,5.156999999999243,6.457000000002154
876,28,Video,10,10,GENDER,L,old,old,male,female,Y,1,0,L,1,0,M,25,0,,
877,28,Video,3,3,AGE,R,young,old,female,female,N,0,0,L,1,0,M,25,0,,
878,28,Video,9,9,AGE+GENDER,L,young,child,male,female,N,0,0,R,0,1,M,25,1,3.506999999997788,
879,28,Video,15,15,GENDER,R,child,child,female,male,Y,0,1,R,0,1,M,25,0,,
880,28,Video,14,30,AGE+GENDER,L,child,old,female,female,N,0,0,R,0,1,M,25,1,3.0720000000001164,
881,28,Video,2,18,AGE+GENDER,R,young,old,female,male,Y,0,1,R,0,1,M,25,1,4.700999999993655,
882,28,Video,9,25,AGE+GENDER,L,young,child,male,female,Y,0,1,R,0,1,M,25,1,2.3729999999995925,
883,28,Video,3,19,AGE,R,young,old,female,female,Y,0,1,R,0,1,M,25,1,2.1519999999945867,
884,28,Video,8,24,AGE,L,child,young,male,male,Y,0,1,R,0,1,M,25,0,,
885,28,Video,11,27,AGE,L,old,child,male,male,N,0,0,L,1,0,M,25,1,2.9060000000026776,
886,28,Video,4,20,AGE+GENDER,L,child,young,male,female,Y,1,0,L,1,0,M,25,1,4.334999999999127,
887,28,Video,12,28,AGE+GENDER,L,child,old,female,male,Y,1,0,L,1,0,M,25,1,3.6719999999986612,
888,28,Video,15,31,GENDER,L,child,child,female,male,Y,0,1,R,0,1,M,25,0,,
889,28,Video,13,29,AGE+GENDER,L,old,child,female,male,N,0,0,L,1,0,M,25,0,,
890,28,Video,16,32,,L,1 child,2 children,1 child,2 children,N,0,0,L,1,0,M,25,2,3.2889999999970314,4.838999999999942
891,28,Video,1,17,GENDER,L,young,young,male,female,Y,1,0,L,1,0,M,25,0,,
892,28,Video,6,22,AGE,L,young,old,male,male,N,0,0,L,1,0,M,25,1,1.7399999999979627,
893,28,Video,7,23,AGE+GENDER,R,old,young,female,male,Y,0,1,R,0,1,M,25,1,1.8399999999965075,
894,28,Video,5,21,AGE,R,young,child,female,female,Y,1,0,L,1,0,M,25,2,1.5020000000004075,4.101999999998952
895,28,Video,10,26,GENDER,R,old,old,male,female,Y,0,1,R,0,1,M,25,1,3.2730000000010477,
896,29,Video,16,16,,R,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,35,1,3.753000000004249,
897,29,Video,3,3,AGE,L,young,old,female,female,N,0,0,L,1,0,M,35,0,,
898,29,Video,6,6,AGE,R,young,old,male,male,Y,1,0,L,1,0,M,35,1,2.5720000000001164,
899,29,Video,5,5,AGE,L,young,child,female,female,Y,1,0,L,1,0,M,35,1,3.1229999999995925,
900,29,Video,1,1,GENDER,L,young,young,male,female,N,0,0,L,1,0,M,35,0,,
901,29,Video,12,12,AGE+GENDER,R,child,old,female,male,Y,1,0,L,1,0,M,35,1,6.257000000005064,
902,29,Video,13,13,AGE+GENDER,R,old,child,female,male,N,0,0,R,0,1,M,35,0,,
903,29,Video,11,11,AGE,R,old,child,male,male,Y,1,0,L,1,0,M,35,1,5.555999999996857,
904,29,Video,9,9,AGE+GENDER,L,young,child,male,female,Y,1,0,L,1,0,M,35,1,3.455999999998312,
905,29,Video,2,2,AGE+GENDER,L,young,old,female,male,Y,1,0,L,1,0,M,35,2,6.4060000000026776,6.940000000002328
906,29,Video,14,14,AGE+GENDER,L,child,old,female,female,Y,1,0,L,1,0,M,35,1,4.139000000002852,
907,29,Video,8,8,AGE,R,child,young,male,male,Y,0,1,R,0,1,M,35,3,3.9389999999984866,6.105999999999767
908,29,Video,15,15,GENDER,L,child,child,female,male,Y,0,1,R,0,1,M,35,1,3.5900000000037835,
909,29,Video,7,7,AGE+GENDER,R,old,young,female,male,Y,0,1,R,0,1,M,35,1,6.6560000000026776,
910,29,Video,10,10,GENDER,L,old,old,male,female,Y,1,0,L,1,0,M,35,3,3.2549999999973807,5.038999999997031
911,29,Video,4,4,AGE+GENDER,L,child,young,male,female,Y,0,1,R,0,1,M,35,1,4.523000000001048,
912,29,Video,15,31,GENDER,L,child,child,female,male,Y,0,1,R,0,1,M,35,1,4.52100000000064,
913,29,Video,1,17,GENDER,L,young,young,male,female,N,0,0,L,1,0,M,35,0,,
914,29,Video,16,32,,R,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,35,1,3.872000000003027,
915,29,Video,14,30,AGE+GENDER,R,child,old,female,female,Y,1,0,L,1,0,M,35,1,4.388999999995576,
916,29,Video,6,22,AGE,L,young,old,male,male,Y,1,0,L,1,0,M,35,1,3.8220000000001164,
917,29,Video,5,21,AGE,L,young,child,female,female,Y,1,0,L,1,0,M,35,1,5.536000000000058,
918,29,Video,10,26,GENDER,R,old,old,male,female,Y,1,0,L,1,0,M,35,3,2.8220000000001164,4.372000000003027
919,29,Video,2,18,AGE+GENDER,L,young,old,female,male,Y,1,0,L,1,0,M,35,2,4.419000000001688,
920,29,Video,4,20,AGE+GENDER,L,child,young,male,female,Y,0,1,R,0,1,M,35,1,5.873999999996158,
921,29,Video,13,29,AGE+GENDER,R,old,child,female,male,N,0,0,R,0,1,M,35,0,,
922,29,Video,3,19,AGE,R,young,old,female,female,Y,1,0,L,1,0,M,35,1,1.739000000001397,
923,29,Video,8,24,AGE,R,child,young,male,male,Y,0,1,R,0,1,M,35,1,2.5060000000012224,
924,29,Video,11,27,AGE,R,old,child,male,male,Y,1,0,L,1,0,M,35,3,1.7730000000010477,3.9570000000021537
925,29,Video,9,25,AGE+GENDER,R,young,child,male,female,Y,1,0,L,1,0,M,35,1,3.2229999999981374,
926,29,Video,12,28,AGE+GENDER,L,child,old,female,male,Y,0,1,R,0,1,M,35,3,4.957000000002154,7.207000000002154
927,29,Video,7,23,AGE+GENDER,L,old,young,female,male,Y,0,1,R,0,1,M,35,1,2.1889999999984866,
928,30,Video,10,10,GENDER,L,old,old,male,female,Y,1,0,L,1,0,M,24,2,5.203000000001339,6.402999999998428
