,participant,Scene type,Type,Scene number,SS Latency,BP Latency
1086,27,Text,AG,7,113877.0,114294.0
1087,27,Text,control,16,116142.0,116604.0
1088,28,Video,A,8,43611.0,45087.0
1089,28,Video,AG,4,49110.0,49977.0
1090,28,Video,AG,7,53856.0,0.0
1091,28,Video,AG,12,59691.0,60963.0
1092,28,Video,A,11,65502.0,66147.0
1093,28,Video,A,5,70470.0,0.0
1094,28,Video,AG,2,75918.0,76701.0
1095,28,Video,control,16,81087.0,81537.0
1096,28,Video,AG,13,86361.0,86925.0
1097,28,Video,A,6,91563.0,92106.0
1098,28,Video,AG,14,96816.0,97176.0
1099,28,Video,G,1,102000.0,103506.0
1100,28,Video,G,10,107766.0,0.0
1101,28,Video,A,3,113397.0,0.0
1102,28,Video,AG,9,118437.0,119436.0
1103,28,Video,G,15,123642.0,0.0
1104,28,Video,AG,14,129087.0,129972.0
1105,28,Video,AG,2,133962.0,135327.0
1106,28,Video,AG,9,139668.0,140331.0
1107,28,Video,A,3,144846.0,145437.0
1108,28,Video,A,8,149841.0,0.0
1109,28,Video,A,11,154950.0,155781.0
1110,28,Video,AG,4,159807.0,161055.0
1111,28,Video,AG,12,164796.0,165861.0
1112,28,Video,G,15,171450.0,0.0
1113,28,Video,AG,13,176655.0,0.0
1114,28,Video,control,16,181710.0,182652.0
1115,28,Video,G,1,186966.0,0.0
1116,28,Video,A,6,192669.0,193155.0
1117,28,Video,AG,7,197691.0,198186.0
1118,28,Video,A,5,203331.0,203730.0
1119,28,Video,G,10,208866.0,209805.0
1120,28,Text,AG,7,31692.0,35103.0
1121,28,Text,AG,14,40236.0,43119.0
1122,28,Text,A,3,49152.0,50403.0
1123,28,Text,G,1,52197.0,54981.0
1124,28,Text,A,8,56997.0,60267.0
1125,28,Text,AG,2,63801.0,64608.0
1126,28,Text,AG,9,66372.0,69417.0
1127,28,Text,AG,12,71817.0,72762.0
1128,28,Text,A,6,77202.0,77907.0
1129,28,Text,control,16,79581.0,81108.0
1130,28,Text,AG,13,83022.0,83868.0
1131,28,Text,G,10,90378.0,91767.0
1132,28,Text,AG,4,93462.0,94626.0
1133,28,Text,A,5,96267.0,97587.0
1134,28,Text,G,15,99522.0,100881.0
1135,28,Text,A,11,102501.0,103278.0
1136,28,Text,AG,4,105543.0,106746.0
1137,28,Text,A,11,108732.0,110103.0
1138,28,Text,AG,12,112278.0,113313.0
1139,28,Text,G,15,115563.0,117006.0
1140,28,Text,control,16,118713.0,119682.0
1141,28,Text,A,5,122742.0,123696.0
1142,28,Text,A,3,126048.0,126711.0
1143,28,Text,AG,14,128223.0,129048.0
1144,28,Text,AG,9,130701.0,132066.0
1145,28,Text,AG,2,134862.0,135687.0
1146,28,Text,G,1,137301.0,138258.0
1147,28,Text,A,8,140757.0,143532.0
1148,28,Text,A,6,145602.0,146403.0
1149,28,Text,AG,13,149331.0,150417.0
1150,28,Text,G,10,152292.0,152997.0
1151,28,Text,AG,7,155256.0,156282.0
1152,29,Video,control,16,41181.0,42306.0
1153,29,Video,A,3,46641.0,0.0
1154,29,Video,A,6,51960.0,52689.0
1155,29,Video,A,5,57276.0,58161.0
1156,29,Video,G,1,62685.0,0.0
1157,29,Video,AG,12,68370.0,70206.0
1158,29,Video,AG,13,73776.0,0.0
1159,29,Video,A,11,78984.0,80616.0
1160,29,Video,AG,9,84315.0,85305.0
1161,29,Video,AG,2,89439.0,91320.0
1162,29,Video,AG,14,95484.0,96699.0
1163,29,Video,A,8,100779.0,101940.0
1164,29,Video,G,15,106251.0,107280.0
1165,29,Video,AG,7,112194.0,114150.0
1166,29,Video,G,10,118311.0,119259.0
1167,29,Video,AG,4,124176.0,125466.0
1168,29,Video,G,15,129405.0,130740.0
1169,29,Video,G,1,135081.0,0.0
1170,29,Video,control,16,140943.0,142086.0
1171,29,Video,AG,14,146151.0,147414.0
1172,29,Video,A,6,151635.0,152745.0
1173,29,Video,A,5,157221.0,158811.0
1174,29,Video,G,10,163179.0,163998.0
1175,29,Video,AG,2,168633.0,169899.0
1176,29,Video,AG,4,174234.0,176295.0
1177,29,Video,AG,13,179298.0,0.0
1178,29,Video,A,3,184515.0,185025.0
1179,29,Video,A,8,189819.0,190545.0
1180,29,Video,A,11,194889.0,195405.0
1181,29,Video,AG,9,199803.0,200730.0
1182,29,Video,AG,12,205059.0,206520.0
1183,29,Video,AG,7,210903.0,211518.0
1184,29,Text,G,10,38598.0,40545.0
1185,29,Text,control,16,43584.0,45834.0
1186,29,Text,A,11,50655.0,55590.0
1187,29,Text,AG,4,60240.0,65988.0
1188,29,Text,AG,9,71559.0,73359.0
1189,29,Text,AG,7,75279.0,77055.0
1190,29,Text,A,5,79380.0,82245.0
1191,29,Text,A,8,85608.0,86943.0
1192,29,Text,AG,13,88653.0,93339.0
1193,29,Text,A,6,95085.0,96408.0
1194,29,Text,AG,14,101913.0,104514.0
1195,29,Text,AG,12,108288.0,110022.0
1196,29,Text,G,1,112722.0,115008.0
1197,29,Text,A,3,117183.0,118938.0
1198,29,Text,G,15,120999.0,123219.0
1199,29,Text,AG,2,125787.0,127587.0
1200,29,Text,A,8,129918.0,131757.0
1201,29,Text,A,11,134277.0,135729.0
1202,29,Text,AG,9,137808.0,139419.0
1203,29,Text,G,10,141654.0,141849.0
1204,29,Text,AG,7,145062.0,146067.0
1205,29,Text,G,15,148932.0,150252.0
1206,29,Text,AG,13,152199.0,154572.0
1207,29,Text,A,3,158742.0,161073.0
1208,29,Text,AG,12,163644.0,164439.0
1209,29,Text,control,16,166587.0,168399.0
1210,29,Text,AG,4,170868.0,172347.0
1211,29,Text,AG,2,174354.0,176187.0
1212,29,Text,A,6,178392.0,180159.0
1213,29,Text,G,1,182772.0,183873.0
1214,29,Text,A,5,186399.0,187614.0
1215,29,Text,AG,14,189333.0,190254.0
1216,30,Video,G,10,42597.0,44172.0
1217,30,Video,AG,2,48408.0,50508.0
1218,30,Video,A,5,54471.0,56127.0
1219,30,Video,A,6,60018.0,61536.0
1220,30,Video,AG,7,65166.0,67002.0
1221,30,Video,A,8,70788.0,72630.0
1222,30,Video,G,15,76155.0,77835.0
1223,30,Video,AG,9,81780.0,83190.0
1224,30,Video,control,16,86817.0,88341.0
1225,30,Video,G,1,91845.0,93360.0
1226,30,Video,A,11,97482.0,98862.0
1227,30,Video,AG,14,102786.0,104061.0
1228,30,Video,A,3,107817.0,109050.0
1229,30,Video,AG,4,112875.0,114171.0
1230,30,Video,AG,12,118092.0,119865.0
1231,30,Video,AG,13,123396.0,125091.0
1232,30,Video,A,11,128667.0,130176.0
1233,30,Video,A,6,133596.0,134496.0
1234,30,Video,A,3,138705.0,139611.0
1235,30,Video,AG,7,143586.0,145137.0
1236,30,Video,A,5,149406.0,150822.0
1237,30,Video,G,15,155010.0,156366.0
1238,30,Video,control,16,160590.0,161991.0
1239,30,Video,AG,12,165960.0,167325.0
1240,30,Video,G,1,171267.0,172815.0
1241,30,Video,AG,14,176496.0,177231.0
1242,30,Video,AG,9,181245.0,181965.0
1243,30,Video,A,8,186567.0,187437.0
1244,30,Video,AG,13,191346.0,192081.0
1245,30,Video,AG,4,196395.0,197505.0
1246,30,Video,AG,2,201270.0,202395.0
1247,30,Video,G,10,206910.0,207582.0
1248,30,Text,A,6,40011.0,45891.0
1249,30,Text,A,3,49281.0,51714.0
1250,30,Text,AG,13,54381.0,57525.0
1251,30,Text,A,8,60816.0,63135.0
1252,30,Text,AG,14,65139.0,66396.0
1253,30,Text,G,10,69735.0,71385.0
1254,30,Text,G,15,73680.0,75846.0
1255,30,Text,AG,12,79560.0,83595.0
1256,30,Text,AG,7,86151.0,89445.0
1257,30,Text,AG,2,91356.0,93054.0
1258,30,Text,G,1,96030.0,97761.0
1259,30,Text,A,5,100221.0,103701.0
1260,30,Text,control,16,106020.0,107901.0
1261,30,Text,AG,9,111486.0,112374.0
1262,30,Text,A,11,114030.0,115599.0
1263,30,Text,AG,4,117486.0,119256.0
1264,30,Text,A,3,122685.0,124350.0
1265,30,Text,AG,12,126444.0,127179.0
1266,30,Text,A,8,129150.0,130704.0
1267,30,Text,A,11,132696.0,137244.0
1268,30,Text,AG,4,139140.0,140940.0
1269,30,Text,G,15,142671.0,144624.0
1270,30,Text,AG,9,146406.0,147006.0
1271,30,Text,A,6,148710.0,149964.0
1272,30,Text,control,16,153366.0,156750.0
1273,30,Text,G,10,158640.0,159471.0
1274,30,Text,A,5,161151.0,161721.0
1275,30,Text,AG,14,163626.0,164241.0
1276,30,Text,AG,7,165846.0,166914.0
1277,30,Text,AG,2,168918.0,170208.0
1278,30,Text,AG,13,172794.0,175128.0
1279,30,Text,G,1,177138.0,177948.0
1280,31,Video,AG,4,45084.0,46542.0
1281,31,Video,AG,7,50523.0,52164.0
1282,31,Video,AG,9,59544.0,61572.0
1283,31,Video,AG,12,64947.0,66588.0
1284,31,Video,A,5,71022.0,72483.0
1285,31,Video,control,16,76947.0,78213.0
1286,31,Video,A,6,82536.0,83631.0
1287,31,Video,G,1,88212.0,90243.0
1288,31,Video,AG,2,94041.0,95427.0
1289,31,Video,G,10,99933.0,100716.0
1290,31,Video,AG,13,105687.0,107616.0
1291,31,Video,A,11,111471.0,0.0
1292,31,Video,G,15,117213.0,118968.0
1293,31,Video,A,8,123093.0,0.0
1294,31,Video,A,3,128718.0,0.0
1295,31,Video,AG,14,133821.0,134811.0
1296,31,Video,AG,14,139086.0,140301.0
1297,31,Video,control,16,144726.0,145911.0
1298,31,Video,A,6,149856.0,150918.0
1299,31,Video,AG,4,155523.0,0.0
1300,31,Video,A,5,160917.0,162543.0
1301,31,Video,AG,7,166758.0,0.0
1302,31,Video,G,10,172971.0,174033.0
1303,31,Video,G,1,179043.0,181206.0
1304,31,Video,A,11,184488.0,185712.0
1305,31,Video,A,8,190092.0,191493.0
1306,31,Video,A,3,195567.0,196458.0
1307,31,Video,G,15,201021.0,0.0
1308,31,Video,AG,13,207111.0,208017.0
1309,31,Video,AG,9,212481.0,213711.0
1310,31,Video,AG,2,217848.0,219108.0
1311,31,Video,AG,12,223176.0,0.0
1312,31,Text,G,10,45852.0,48978.0
1313,31,Text,AG,2,51441.0,53196.0
1314,31,Text,A,11,55953.0,56868.0
1315,31,Text,AG,7,59661.0,61026.0
1316,31,Text,control,16,63003.0,64566.0
1317,31,Text,AG,12,69228.0,70173.0
1318,31,Text,A,5,73353.0,74502.0
1319,31,Text,AG,9,76218.0,77043.0
1320,31,Text,AG,13,78771.0,80346.0
1321,31,Text,A,6,82098.0,82872.0
1322,31,Text,A,3,84828.0,86172.0
1323,31,Text,AG,4,88206.0,88986.0
1324,31,Text,A,8,90783.0,91602.0
1325,31,Text,G,15,93636.0,95388.0
1326,31,Text,AG,14,97416.0,98157.0
1327,31,Text,G,1,100011.0,102657.0
1328,31,Text,AG,9,105798.0,107856.0
1329,31,Text,G,1,109878.0,111972.0
1330,31,Text,AG,14,113781.0,114642.0
1331,31,Text,AG,13,116751.0,117360.0
1332,31,Text,control,16,119601.0,120312.0
1333,31,Text,A,8,122103.0,123411.0
1334,31,Text,AG,4,126273.0,128262.0
1335,31,Text,G,10,129936.0,130821.0
1336,31,Text,A,5,132843.0,133512.0
1337,31,Text,G,15,135453.0,137328.0
1338,31,Text,A,11,139086.0,140127.0
1339,31,Text,A,6,142026.0,142767.0
1340,31,Text,AG,12,144798.0,145641.0
1341,31,Text,AG,7,147237.0,148062.0
1342,31,Text,AG,2,149913.0,151131.0
1343,31,Text,A,3,153183.0,153948.0
1344,32,Video,AG,4,42897.0,44400.0
1345,32,Video,AG,12,48262.0,50100.0
1346,32,Video,AG,9,53754.0,0.0
1347,32,Video,A,11,59047.0,60900.0
1348,32,Video,A,3,64247.0,0.0
1349,32,Video,AG,14,69132.0,70800.0
1350,32,Video,A,6,74397.0,75900.0
1351,32,Video,A,5,79972.0,81900.0
1352,32,Video,A,8,85702.0,87600.0
1353,32,Video,AG,2,91202.0,0.0
1354,32,Video,control,16,96767.0,0.0
1355,32,Video,AG,7,101747.0,0.0
1356,32,Video,G,1,107247.0,0.0
1357,32,Video,AG,13,112722.0,0.0
1358,32,Video,G,10,118431.0,120300.0
1359,32,Video,G,15,123811.0,125700.0
1360,32,Video,AG,9,129443.0,0.0
1361,32,Video,A,11,134391.0,0.0
1362,32,Video,AG,14,139451.0,0.0
1363,32,Video,A,8,144436.0,145500.0
1364,32,Video,AG,12,149311.0,151800.0
1365,32,Video,AG,4,154938.0,0.0
1366,32,Video,AG,7,160046.0,0.0
1367,32,Video,A,5,165827.0,167400.0
1368,32,Video,G,15,171626.0,173700.0
1369,32,Video,AG,13,177446.0,0.0
1370,32,Video,A,3,182702.0,184200.0
1371,32,Video,A,6,187751.0,189000.0
1372,32,Video,G,10,192791.0,0.0
1373,32,Video,G,1,198347.0,200100.0
1374,32,Video,control,16,203756.0,0.0
1375,32,Video,AG,2,208872.0,0.0
1376,32,Text,AG,12,43720.0,46790.0
1377,32,Text,AG,9,48935.0,50210.0
1378,32,Text,A,8,52360.0,55420.0
1379,32,Text,G,15,57485.0,58455.0
1380,32,Text,AG,7,60165.0,61965.0
1381,32,Text,A,11,63590.0,64730.0
1382,32,Text,G,1,66480.0,67445.0
1383,32,Text,AG,13,69230.0,70644.0
1384,32,Text,A,5,72255.0,73865.0
1385,32,Text,control,16,75845.0,77220.0
1386,32,Text,A,6,79015.0,80780.0
1387,32,Text,A,3,82441.0,83520.0
1388,32,Text,AG,4,85140.0,86415.0
1389,32,Text,AG,14,88805.0,89794.0
1390,32,Text,G,10,91605.0,93149.0
1391,32,Text,AG,2,95175.0,96024.0
1392,32,Text,AG,9,100185.0,100874.0
1393,32,Text,G,1,102710.0,103789.0
1394,32,Text,AG,4,106385.0,107304.0
1395,32,Text,AG,12,108985.0,110404.0
1396,32,Text,A,11,112040.0,113464.0
1397,32,Text,AG,14,115000.0,115904.0
1398,32,Text,A,6,122925.0,123734.0
1399,32,Text,AG,2,125610.0,127639.0
1400,32,Text,G,15,130645.0,132029.0
1401,32,Text,G,10,134210.0,135754.0
1402,32,Text,AG,13,137375.0,138434.0
1403,32,Text,A,3,140415.0,141279.0
1404,32,Text,A,5,143350.0,146494.0
1405,32,Text,AG,7,148325.0,149244.0
1406,32,Text,control,16,151120.0,151719.0
1407,32,Text,A,8,153825.0,155464.0
1408,9,Video,A,5,46830.0,48528.0
1409,9,Video,G,15,52413.0,0.0
1410,9,Video,AG,2,58785.0,59793.0
1411,9,Video,A,3,64389.0,65898.0
1412,9,Video,G,1,69699.0,71418.0
1413,9,Video,AG,9,75390.0,76395.0
1414,9,Video,control,16,81105.0,82164.0
1415,9,Video,A,11,86514.0,87555.0
1416,9,Video,AG,13,91530.0,93123.0
1417,9,Video,A,8,97209.0,98820.0
1418,9,Video,AG,14,102918.0,103839.0
1419,9,Video,AG,12,108483.0,0.0
1420,9,Video,AG,7,114228.0,115125.0
1421,9,Video,AG,4,120150.0,121533.0
1422,9,Video,A,6,125205.0,126738.0
1423,9,Video,G,10,130239.0,130824.0
1424,9,Video,AG,12,136257.0,137193.0
1425,9,Video,AG,14,141930.0,0.0
1426,9,Video,AG,13,146973.0,147462.0
1427,9,Video,A,5,153333.0,154782.0
1428,9,Video,AG,2,159198.0,160602.0
1429,9,Video,A,11,164604.0,165273.0
1430,9,Video,A,6,169797.0,171192.0
1431,9,Video,AG,9,174849.0,175599.0
1432,9,Video,G,1,181413.0,182487.0
1433,9,Video,AG,4,187188.0,0.0
1434,9,Video,G,15,192114.0,0.0
1435,9,Video,AG,7,198234.0,0.0
1436,9,Video,A,8,205668.0,206562.0
1437,9,Video,G,10,210753.0,211629.0
1438,9,Video,A,3,216978.0,217599.0
1439,9,Video,control,16,222102.0,223617.0
1440,9,Text,A,6,49473.0,51228.0
1441,9,Text,AG,2,53238.0,54828.0
1442,9,Text,G,10,56424.0,57684.0
1443,9,Text,A,11,59478.0,60639.0
1444,9,Text,AG,4,62427.0,63699.0
1445,9,Text,AG,12,65469.0,66378.0
1446,9,Text,AG,13,68139.0,69318.0
1447,9,Text,G,15,71424.0,72102.0
1448,9,Text,AG,7,86337.0,87537.0
1449,9,Text,AG,14,89223.0,90246.0
1450,9,Text,A,3,92289.0,95343.0
1451,9,Text,A,8,102162.0,104823.0
1452,9,Text,AG,9,106767.0,107592.0
1453,9,Text,G,1,109512.0,110511.0
1454,9,Text,control,16,112302.0,112956.0
1455,9,Text,A,5,114858.0,115953.0
1456,9,Text,AG,2,117828.0,119547.0
1457,9,Text,AG,4,121389.0,122691.0
1458,9,Text,A,11,124566.0,127302.0
1459,9,Text,A,5,128967.0,130473.0
1460,9,Text,G,10,132462.0,133752.0
1461,9,Text,A,3,135618.0,136866.0
1462,9,Text,AG,13,138987.0,144156.0
1463,9,Text,AG,12,145917.0,146538.0
1464,9,Text,AG,7,148416.0,149118.0
1465,9,Text,A,6,151002.0,152082.0
1466,9,Text,A,8,153723.0,154668.0
1467,9,Text,control,16,156513.0,160473.0
1468,9,Text,G,1,162981.0,164817.0
1469,9,Text,AG,9,167988.0,168711.0
1470,9,Text,AG,14,170436.0,171786.0
1471,9,Text,G,15,173463.0,178008.0
1472,33,Video,AG,9,37593.0,39102.0
1473,33,Video,G,15,42972.0,44748.0
1474,33,Video,A,6,48387.0,49818.0
1475,33,Video,A,3,53487.0,54777.0
1476,33,Video,AG,12,58392.0,60231.0
1477,33,Video,AG,13,63981.0,65856.0
1478,33,Video,G,1,69822.0,72006.0
1479,33,Video,AG,14,75768.0,76773.0
1480,33,Video,control,16,80922.0,82062.0
1481,33,Video,G,10,86346.0,87771.0
1482,33,Video,AG,4,92001.0,93432.0
1483,33,Video,A,11,97131.0,98436.0
1484,33,Video,A,8,102501.0,104292.0
1485,33,Video,A,5,107988.0,109713.0
1486,33,Video,AG,2,113487.0,115182.0
1487,33,Video,AG,7,119487.0,121125.0
1488,33,Video,AG,14,125271.0,126537.0
1489,33,Video,AG,9,130626.0,132066.0
1490,33,Video,A,11,135546.0,137100.0
1491,33,Video,AG,12,140766.0,142581.0
1492,33,Video,A,5,146622.0,148590.0
1493,33,Video,G,1,152562.0,154596.0
1494,33,Video,G,10,158601.0,160302.0
1495,33,Video,A,6,164187.0,165582.0
1496,33,Video,AG,4,169485.0,170892.0
1497,33,Video,control,16,174825.0,176097.0
1498,33,Video,AG,13,179873.0,181197.0
1499,33,Video,A,8,185337.0,186897.0
1500,33,Video,AG,2,190764.0,192897.0
1501,33,Video,A,3,196860.0,198156.0
1502,33,Video,G,15,202182.0,203952.0
1503,33,Video,AG,7,207681.0,209010.0
1504,33,Text,A,6,61602.0,63201.0
1505,33,Text,AG,14,65667.0,67227.0
1506,33,Text,A,8,69141.0,70785.0
1507,33,Text,A,3,74736.0,75576.0
1508,33,Text,AG,13,77907.0,78891.0
1509,33,Text,control,16,80847.0,81870.0
1510,33,Text,A,5,84201.0,85392.0
1511,33,Text,G,15,88170.0,89052.0
1512,33,Text,AG,4,91485.0,92277.0
1513,33,Text,AG,12,94407.0,95685.0
1514,33,Text,G,1,97782.0,98982.0
1515,33,Text,AG,9,101055.0,102195.0
1516,33,Text,AG,7,104502.0,105621.0
1517,33,Text,AG,2,107466.0,108126.0
1518,33,Text,G,10,116055.0,117735.0
1519,33,Text,A,11,119331.0,120057.0
1520,33,Text,G,1,121785.0,123051.0
1521,33,Text,AG,2,124746.0,125715.0
1522,33,Text,A,6,127650.0,128781.0
1523,33,Text,AG,13,130950.0,131685.0
1524,33,Text,A,11,133272.0,134157.0
1525,33,Text,AG,14,136056.0,136992.0
1526,33,Text,control,16,138432.0,139185.0
1527,33,Text,AG,4,141027.0,142086.0
1528,33,Text,AG,12,143736.0,145191.0
1529,33,Text,A,5,147141.0,149646.0
1530,33,Text,AG,9,151740.0,152691.0
1531,33,Text,G,10,154530.0,155466.0
1532,33,Text,AG,7,159171.0,160530.0
1533,33,Text,A,3,162612.0,163671.0
1534,33,Text,A,8,165570.0,166647.0
1535,33,Text,G,15,168342.0,169440.0
1536,34,Video,AG,14,49773.0,50223.0
1537,34,Video,A,11,54843.0,55437.0
1538,34,Video,AG,13,60078.0,60972.0
1539,34,Video,AG,2,65952.0,66792.0
1540,34,Video,A,3,71868.0,72642.0
1541,34,Video,G,1,77256.0,78612.0
1542,34,Video,A,6,82746.0,83286.0
1543,34,Video,G,15,87891.0,88848.0
1544,34,Video,control,16,93372.0,94767.0
1545,34,Video,G,10,98616.0,99321.0
1546,34,Video,A,8,104178.0,105423.0
1547,34,Video,A,5,109647.0,110661.0
1548,34,Video,AG,12,115056.0,116583.0
1549,34,Video,AG,7,120591.0,121686.0
1550,34,Video,AG,9,126108.0,127122.0
1551,34,Video,AG,4,131346.0,132372.0
1552,34,Video,G,15,136332.0,137418.0
1553,34,Video,A,3,141981.0,142716.0
1554,34,Video,G,1,147351.0,148602.0
1555,34,Video,AG,7,153315.0,154362.0
1556,34,Video,AG,4,159192.0,160446.0
1557,34,Video,A,6,164475.0,165111.0
1558,34,Video,A,5,169692.0,171021.0
1559,34,Video,AG,9,175230.0,175956.0
1560,34,Video,AG,2,180450.0,181302.0
1561,34,Video,AG,14,186297.0,187320.0
1562,34,Video,A,11,191310.0,192345.0
1563,34,Video,AG,13,196761.0,197721.0
1564,34,Video,A,8,202056.0,203040.0
1565,34,Video,AG,12,207111.0,208710.0
1566,34,Video,G,10,212631.0,213612.0
1567,34,Video,control,16,218421.0,219687.0
1568,34,Text,AG,14,54669.0,58077.0
1569,34,Text,A,6,64152.0,67302.0
1570,34,Text,A,8,70527.0,72843.0
1571,34,Text,A,3,76092.0,80178.0
1572,34,Text,A,5,83553.0,85899.0
1573,34,Text,A,11,91788.0,98169.0
1574,34,Text,AG,9,100977.0,102873.0
1575,34,Text,AG,13,105093.0,107433.0
1576,34,Text,AG,7,110799.0,111762.0
1577,34,Text,G,10,114132.0,117069.0
1578,34,Text,G,15,119523.0,121077.0
1579,34,Text,AG,4,127077.0,131349.0
1580,34,Text,AG,12,133332.0,135687.0
1581,34,Text,control,16,138279.0,139887.0
1582,34,Text,G,1,142062.0,143307.0
1583,34,Text,AG,2,145308.0,146742.0
1584,34,Text,AG,9,149097.0,152124.0
1585,34,Text,A,11,154818.0,155679.0
1586,34,Text,control,16,159168.0,160704.0
1587,34,Text,AG,7,162723.0,163764.0
1588,34,Text,A,6,166728.0,168369.0
1589,34,Text,AG,12,171039.0,172104.0
1590,34,Text,G,15,174912.0,175632.0
1591,34,Text,AG,14,178938.0,181377.0
1592,34,Text,AG,13,183693.0,184572.0
1593,34,Text,A,8,186939.0,188247.0
1594,34,Text,G,10,191271.0,193656.0
1595,34,Text,A,5,195831.0,196656.0
1596,34,Text,A,3,199272.0,200961.0
1597,34,Text,AG,2,203421.0,204717.0
1598,34,Text,G,1,207606.0,210066.0
1599,34,Text,AG,4,212211.0,213582.0
1600,35,Video,AG,12,43416.0,0.0
1601,35,Video,AG,7,61590.0,62886.0
1602,35,Video,AG,9,66996.0,68319.0
1603,35,Video,AG,4,72300.0,73956.0
1604,35,Video,A,3,77325.0,78285.0
1605,35,Video,AG,14,82515.0,83289.0
1606,35,Video,A,8,87309.0,89049.0
1607,35,Video,control,16,92841.0,94104.0
1608,35,Video,G,10,97725.0,99738.0
1609,35,Video,G,15,103029.0,104970.0
1610,35,Video,A,11,108180.0,108840.0
1611,35,Video,G,1,113199.0,115320.0
1612,35,Video,A,5,118758.0,119448.0
1613,35,Video,A,6,124044.0,125034.0
1614,35,Video,AG,2,129495.0,129945.0
1615,35,Video,AG,13,135000.0,136125.0
1616,35,Video,AG,4,140553.0,142053.0
1617,35,Video,AG,7,145479.0,146493.0
1618,35,Video,AG,12,151209.0,153393.0
1619,35,Video,AG,2,157065.0,158133.0
1620,35,Video,control,16,162474.0,163215.0
1621,35,Video,A,8,167409.0,168363.0
1622,35,Video,A,11,172614.0,173205.0
1623,35,Video,G,1,177939.0,180048.0
1624,35,Video,AG,14,183684.0,184338.0
1625,35,Video,AG,13,188493.0,189459.0
1626,35,Video,G,10,193590.0,194340.0
1627,35,Video,A,6,198858.0,199665.0
1628,35,Video,A,3,203760.0,204228.0
1629,35,Video,G,15,208488.0,210099.0
1630,35,Video,A,5,213864.0,215058.0
1631,35,Video,AG,9,218850.0,219693.0
1632,35,Text,AG,13,39723.0,43674.0
1633,35,Text,A,11,45903.0,48339.0
1634,35,Text,AG,2,50625.0,52413.0
1635,35,Text,A,5,54444.0,60258.0
1636,35,Text,A,6,62469.0,63648.0
1637,35,Text,AG,14,65679.0,66888.0
1638,35,Text,AG,9,71190.0,72225.0
1639,35,Text,A,8,74325.0,77043.0
1640,35,Text,A,3,79140.0,80028.0
1641,35,Text,AG,7,81633.0,83694.0
1642,35,Text,G,10,85464.0,86373.0
1643,35,Text,AG,12,87873.0,88734.0
1644,35,Text,control,16,90360.0,91479.0
1645,35,Text,G,1,93228.0,95700.0
1646,35,Text,AG,4,97569.0,98544.0
1647,35,Text,G,15,99990.0,102180.0
1648,35,Text,AG,4,105684.0,107274.0
1649,35,Text,AG,13,108828.0,110055.0
1650,35,Text,control,16,111843.0,113919.0
1651,35,Text,A,5,115440.0,116388.0
1652,35,Text,AG,2,118329.0,119205.0
1653,35,Text,AG,7,120954.0,121830.0
1654,35,Text,A,8,123423.0,124749.0
1655,35,Text,G,10,127455.0,128859.0
1656,35,Text,AG,12,130938.0,131754.0
1657,35,Text,AG,9,133353.0,137655.0
1658,35,Text,G,15,139863.0,143175.0
1659,35,Text,A,11,145710.0,146364.0
1660,35,Text,A,3,147963.0,148875.0
1661,35,Text,A,6,150198.0,151344.0
1662,35,Text,AG,14,153123.0,154530.0
1663,35,Text,G,1,156438.0,157770.0
1664,36,Video,AG,7,68172.0,0.0
1665,36,Video,control,16,73932.0,74730.0
1666,36,Video,A,6,78807.0,80907.0
1667,36,Video,AG,14,83676.0,85215.0
1668,36,Video,AG,12,89001.0,0.0
1669,36,Video,G,10,94506.0,96642.0
1670,36,Video,A,11,99891.0,0.0
1671,36,Video,AG,13,104850.0,0.0
1672,36,Video,A,5,110241.0,112311.0
1673,36,Video,AG,4,115326.0,117021.0
1674,36,Video,A,3,120291.0,121911.0
1675,36,Video,G,1,125511.0,0.0
1676,36,Video,AG,9,131286.0,132957.0
1677,36,Video,G,15,136530.0,138456.0
1678,36,Video,AG,2,141840.0,0.0
1679,36,Video,A,8,147042.0,149592.0
1680,36,Video,A,11,152832.0,0.0
1681,36,Video,A,6,158112.0,160380.0
1682,36,Video,A,3,163686.0,165336.0
1683,36,Video,AG,4,168747.0,170355.0
1684,36,Video,AG,13,173736.0,175731.0
1685,36,Video,AG,12,179127.0,181341.0
1686,36,Video,G,15,184719.0,0.0
1687,36,Video,AG,2,189999.0,0.0
1688,36,Video,AG,14,195699.0,197400.0
1689,36,Video,A,8,200829.0,202485.0
1690,36,Video,control,16,205656.0,207489.0
1691,36,Video,A,5,210861.0,213084.0
1692,36,Video,AG,9,216480.0,218199.0
1693,36,Video,AG,7,221895.0,224649.0
1694,36,Video,G,10,227694.0,229830.0
1695,36,Video,G,1,233535.0,235779.0
1696,36,Text,A,3,49677.0,50252.0
1697,36,Text,AG,13,52881.0,53612.0
1698,36,Text,A,8,55251.0,55912.0
1699,36,Text,AG,12,58272.0,59697.0
1700,36,Text,AG,4,61812.0,63098.0
1701,36,Text,AG,14,66081.0,67293.0
1702,36,Text,A,6,69297.0,70658.0
1703,36,Text,AG,2,72687.0,73698.0
1704,36,Text,G,10,75306.0,78033.0
1705,36,Text,AG,7,80196.0,81183.0
1706,36,Text,A,11,82935.0,84283.0
1707,36,Text,AG,9,86796.0,88523.0
1708,36,Text,A,5,90720.0,91708.0
1709,36,Text,G,1,95451.0,96179.0
1710,36,Text,control,16,100467.0,101858.0
